fips	total	salaries	benefits	instruction	instruction_salaries	instruction_benefits	support	pupil_support	staff_support	general_admin	school_admin
13215	9779	6169	1913	5846	4101	1427	3383	355	652	130	513
13217	8342	5071	1484	5309	3574	1147	2501	303	379	58	416
13219	8898	5714	1911	5700	4033	1400	2774	348	319	191	774
13221	9501	5972	1802	5848	4019	1337	3132	485	521	130	601
13223	7833	4890	1758	5072	3411	1315	2246	371	349	40	459
13225	9554	5762	1707	5594	3651	1220	3289	389	554	267	545
13227	10171	6059	2221	6232	4248	1612	3405	463	568	243	548
13229	7954	5254	1197	4768	3663	789	2517	365	434	229	517
13231	7429	4600	1314	4523	3360	986	2460	566	295	187	420
13233	8794	5563	1497	5858	4153	1219	2201	364	341	91	413
13235	10018	6467	1814	5631	4049	1215	3776	454	945	461	618
13237	11438	7119	1895	6886	4835	1379	3888	506	553	218	628
13239	10950	6759	1780	5976	4392	1156	4069	373	714	889	722
13241	11759	7367	2444	7144	4933	1841	3868	551	663	137	689
13243	11053	6033	1907	5308	3565	1134	4784	573	1103	341	605
13245	9581	5692	1903	5842	3694	1371	3240	420	720	124	552
13247	10029	6654	1748	5957	4395	1286	3485	592	561	148	643
13249	7381	4814	1360	4806	3466	1053	2040	219	205	363	422
13251	9169	5578	1568	5358	3725	1140	3056	501	508	182	555
13253	9753	5924	1985	5991	4094	1433	3062	511	574	178	511
13255	9200	5652	1829	5598	3717	1324	3046	386	629	108	654
13257	10364	6707	2201	6779	4837	1727	2919	540	347	157	555
13259	12445	7744	2212	6368	4527	1432	5251	751	668	582	810
13261	9440	5522	1854	5465	3626	1299	3133	355	692	142	536
13263	13644	7922	2473	7173	4785	1603	5583	725	1132	831	961
13265	15020	9135	2975	9705	6445	2295	4295	325	485	455	550
13267	8708	5369	1563	5264	3604	1140	2774	483	408	159	496
13269	9668	6268	1679	5800	4091	1202	3172	691	503	276	459
13271	9276	5395	1921	5843	3757	1416	2705	429	471	138	500
13273	9635	5769	1656	5162	3632	1174	3900	472	859	197	554
13275	8769	5521	1555	5227	3758	1114	2927	566	606	131	491
13277	9199	5658	1903	6043	3977	1437	2673	429	641	70	586
13279	8352	5239	1629	5369	3724	1269	2397	441	435	70	457
13281	11215	6959	2387	6923	4804	1730	3551	835	294	353	602
13283	7808	4741	1382	4787	3123	1025	2439	197	515	389	405
13285	9318	5956	2008	5643	3974	1440	3199	697	506	141	519
13287	10251	6446	1695	5970	4383	1259	3522	503	458	250	664
13289	11695	6608	2214	6579	4011	1359	4503	608	797	380	626
13291	10928	6786	1948	6715	4744	1412	3544	363	425	216	491
13293	8821	5451	1837	5343	3715	1351	2837	443	467	241	525
13295	9115	5682	1944	5817	3939	1470	2754	415	413	106	542
13297	8527	5524	1741	5431	3842	1317	2649	343	378	141	529
13299	9365	5782	1907	5926	3933	1386	2864	485	529	97	508
13301	10646	6249	1852	5452	3837	1304	4432	303	624	510	965
13303	9164	5392	1865	5323	3544	1345	3302	473	485	215	649
13305	8331	5136	1672	5067	3476	1257	2641	466	495	122	512
13307	9496	6212	1753	5824	4013	1277	3165	309	642	695	410
13309	9601	5838	1853	5395	3677	1304	3489	630	251	233	635
13311	10227	6077	2160	6590	4283	1615	3018	430	550	185	590
13313	8786	5104	1693	5384	3647	1303	2757	444	452	63	498
13315	10157	5961	1695	5843	3851	1220	3528	546	664	338	644
13317	9917	6227	2044	5764	4020	1463	3366	520	495	189	546
13319	11348	6589	2106	6161	4176	1493	4609	550	855	275	794
13321	8638	5493	1540	5131	3703	1139	2904	516	495	116	508
15003	12054	6484	2336	6912	4460	1557	4458	1127	430	58	736
16001	6288	4046	1387	3853	2767	930	2140	457	291	41	352
16003	9563	5803	1905	5773	4020	1415	3270	280	238	835	355
16005	5985	3768	1277	3757	2654	894	1871	303	268	100	329
16007	6996	3974	1856	4089	2583	1229	2541	517	139	270	398
16009	9740	5363	2190	4992	3292	1297	4182	542	468	342	536
16011	6136	3685	1245	3709	2603	845	2064	252	236	240	365
16013	15786	9761	3890	10167	7145	2698	5159	747	514	287	755
16015	8818	5098	1745	4599	3239	1111	3745	609	89	627	327
16017	7749	4843	1670	4478	3191	1028	2911	426	347	146	541
16019	5851	3636	1302	3517	2446	855	2032	364	263	158	344
16021	7209	4367	1504	4331	2979	984	2550	336	136	189	407
16023	7810	4443	1564	4336	2848	1060	3072	215	186	870	445
16025	12895	7930	2483	7084	5021	1615	5315	538	587	629	818
16027	6098	3512	1236	3640	2465	848	2043	318	223	114	360
16029	7812	4737	1501	4869	3273	1042	2564	273	192	288	382
16031	6232	4018	1230	3689	2697	804	2144	305	185	60	447
16033	11756	6922	2406	6478	4467	1694	4550	106	1417	506	317
16035	10653	5898	2629	5916	3851	1689	4294	364	1438	157	551
16037	8669	5484	1489	4753	3616	930	3556	210	204	370	447
16039	6753	4037	1303	4072	2909	930	2333	499	129	170	401
16041	5147	3217	967	3231	2297	699	1516	116	216	113	292
16043	6368	3891	1340	4038	2782	926	1998	260	64	75	378
16045	6662	4002	1408	3972	2721	900	2354	189	204	228	314
16047	6778	3822	1324	3954	2705	939	2283	305	291	234	311
16049	10148	5687	2358	5761	3693	1556	3843	499	590	255	579
16051	5716	3422	1194	3439	2391	815	1932	250	223	210	300
16053	5801	3297	1177	3454	2441	837	1939	365	299	90	296
16055	6243	4003	1372	3931	2800	945	1951	355	146	83	395
16057	8704	5328	1948	4986	3353	1222	3418	550	333	358	635
16059	8534	5118	1818	5398	3677	1291	2840	348	237	396	308
16061	10005	5637	2032	5860	3926	1392	3583	210	389	342	584
16063	8656	5115	1728	5434	3725	1251	2577	189	144	390	478
16065	6010	3711	1166	3582	2528	797	2097	148	496	74	335
16067	6783	4022	1426	4039	2701	907	2311	244	398	106	354
16069	8788	5358	2073	5464	3581	1361	2892	436	268	254	498
16071	6772	4217	1257	4301	3123	923	2020	244	52	239	376
16073	7062	3831	1217	4321	2586	795	2236	147	132	294	369
16075	5934	3787	1212	3651	2633	825	1839	271	239	206	325
16077	8389	4937	1681	4680	3291	1110	3178	357	304	185	489
16079	9761	5728	2235	5471	3628	1359	3896	572	239	465	567
16081	8160	4925	1607	4611	3240	1018	3121	472	358	312	562
16083	6603	3720	1267	3670	2551	850	2459	477	341	228	356
16085	12041	6898	2237	6619	4670	1527	5026	456	687	330	732
16087	7578	4778	1515	4625	3290	1040	2418	436	210	257	481
17001	8710	5175	2189	4959	3459	1387	3285	335	297	472	469
17003	12981	6509	2740	7170	4359	1815	5131	400	501	1193	714
17005	8997	5207	2704	5398	3490	1767	3249	308	180	593	507
17007	9693	5206	2503	6080	3871	1833	3265	359	368	205	570
17009	9690	5897	1924	5176	3443	1055	4036	263	140	1262	622
17011	10436	5986	2633	6224	4133	1809	3779	378	278	897	530
17013	10205	6114	2557	5227	3903	1659	4357	454	161	1109	587
17015	11029	6158	3067	6486	4177	2074	4064	341	228	717	603
17017	8961	5657	1785	5241	3762	1116	3216	225	154	829	514
17019	11846	6104	2915	6414	4041	1910	5060	570	508	440	683
17021	8303	4646	2294	4899	3190	1555	2924	215	256	389	571
17023	8643	5027	2182	4669	3381	1021	3600	300	267	993	525
17025	8513	5047	1799	4927	3436	1173	3188	335	135	414	530
17027	8640	5200	1982	5346	3703	1391	2927	167	132	828	415
17029	9582	5240	2365	5602	3613	1664	3528	501	316	395	601
17031	12948	7165	3056	7818	4861	2027	4696	854	611	474	584
17033	9852	5942	2442	5142	3628	1349	4163	335	271	788	663
17035	8860	5848	1754	5041	3884	1083	3379	397	250	407	551
17037	11028	6304	3085	6618	4412	2051	4117	711	324	393	644
17039	9809	5956	2622	5885	4117	1718	3553	289	310	597	565
17041	9391	5197	2496	5727	3742	1773	3322	390	230	664	523
17043	12875	7609	3349	8051	5506	2292	4575	846	578	344	718
17045	8256	4671	2117	4835	3158	1446	3053	336	118	863	447
17047	8942	5309	2550	5846	3767	1810	2667	331	128	310	499
17049	9355	5646	2214	5331	3774	1278	3554	325	139	631	631
17051	9499	5868	2328	5541	3941	1508	3446	415	269	584	515
17053	10630	5806	2744	6474	4230	1951	3630	266	399	430	686
17055	9323	5304	2384	6002	3980	1731	2880	288	210	495	398
17057	9677	5759	2320	5657	3890	1467	3587	300	336	632	517
17059	10656	5486	2972	5757	3644	1889	4261	306	167	653	547
17061	9707	5651	2416	5571	3832	1473	3684	322	349	697	515
17063	9800	5015	2487	5617	3310	1607	3864	458	300	491	521
17065	9714	5942	2491	5526	3812	1514	3584	366	229	477	377
17067	10328	5571	2464	5587	3678	1566	4255	286	126	841	631
17069	8730	4584	2122	5096	3419	1587	3166	107	57	474	518
17071	9632	5699	2424	5617	3830	1524	3558	264	284	513	728
17073	8781	5157	2066	5105	3554	1322	3216	246	240	567	560
17075	9649	5264	2352	5526	3414	1520	3673	262	277	704	641
17077	10475	5682	2774	6198	3956	1854	3718	530	316	600	571
17079	9569	5928	2280	4810	3484	1155	4309	417	450	755	594
17081	9961	5480	2298	5883	3805	1563	3576	370	185	709	416
17083	9219	6098	2171	5367	4074	1265	3448	287	220	337	446
17085	11291	6506	3007	6891	4574	2072	4009	533	279	626	642
17087	9058	5007	2107	5358	3470	1398	3271	339	198	747	373
17089	10357	5737	2881	6001	3938	1785	4019	684	360	307	791
17091	9974	5543	2755	5737	3730	1770	3828	512	407	482	563
17093	8755	4905	2151	4951	3414	1370	3537	355	317	196	538
17095	8586	5064	2200	5171	3580	1455	2949	136	249	432	638
17097	12757	7319	3166	7429	5128	2051	5051	972	520	418	665
17099	11671	6332	3150	6931	4383	2154	4315	680	336	699	518
17101	9643	5129	2387	5093	3340	1519	4119	380	320	462	615
17103	10257	5448	2925	6272	3890	2106	3679	336	257	706	656
17105	10751	6200	2424	6555	4563	1682	3740	292	258	589	585
17107	10980	6230	2973	6727	4409	2077	3691	421	334	668	444
17109	10253	5640	2685	6029	3884	1820	3742	529	141	553	679
17111	10612	6228	2841	6459	4351	1919	3867	672	318	295	570
17113	10011	6001	2497	5727	4158	1586	3840	384	496	379	535
17115	9391	4791	2306	4685	2988	1394	4290	338	450	396	659
17117	8411	4862	2259	4958	3325	1481	3019	284	187	470	500
17119	9556	5625	2172	5319	3897	1403	3798	479	203	579	537
17121	10017	5534	2653	5981	3858	1798	3461	396	181	598	476
17123	10861	6533	2347	6385	4520	1531	3970	393	437	630	644
17125	9526	5242	2476	5742	3748	1727	3392	263	251	783	608
17127	9590	5296	2481	5591	3766	1664	3466	450	168	403	728
17129	8536	4895	2156	4778	3180	1350	3326	223	266	455	532
17131	9225	5531	2113	5534	3863	1391	3245	448	298	465	586
17133	8611	4808	2445	5094	3257	1629	3142	295	314	471	529
17135	8939	5275	2389	5092	3375	1465	3389	251	127	763	572
17137	9860	5963	2496	5530	3830	1532	3864	464	387	571	616
17139	9058	5204	2177	5174	3489	1373	3460	367	215	560	678
17141	10896	6157	3092	6676	4253	2128	3928	426	341	890	545
17143	10100	5838	2568	5730	3857	1544	3954	460	416	637	567
17145	9573	5094	2559	5782	3652	1809	3383	262	121	844	450
17147	9385	5061	2436	5255	3363	1591	3635	126	281	518	773
17149	9652	5653	2468	5607	3713	1593	3570	295	328	738	504
17151	9266	5222	2457	5317	3526	1541	3441	219	206	634	474
17153	10928	5758	2350	6315	3992	1612	3941	316	357	743	549
17155	10614	5783	2723	6382	4047	1855	3775	455	376	373	730
17157	9713	5271	2545	5712	3728	1752	3508	228	167	496	711
17159	8866	5232	2236	4857	3245	1304	3577	365	197	755	465
17161	10422	6341	2900	6537	4383	1940	3456	539	293	375	623
17163	11525	6326	3058	6376	4204	1897	4702	584	353	685	776
17165	8959	5066	2369	5711	3701	1703	2757	238	272	372	476
17167	10733	6287	2846	5872	3996	1754	4357	683	412	552	608
17169	10410	5534	2298	5322	3634	1376	4496	388	44	607	455
17171	9106	5248	2190	5417	3549	1475	3419	244	64	952	469
17173	9257	5599	2199	5515	3813	1472	3360	360	292	633	548
17175	9588	5522	2660	5875	3846	1859	3221	103	262	604	512
17177	11027	6279	2997	6346	4169	1928	4215	582	584	482	672
17179	9626	5278	2586	5714	3683	1803	3518	494	319	442	535
17181	9293	5222	2216	5604	3677	1515	3207	364	172	637	463
17183	10344	5475	3221	6008	3735	1927	3851	496	322	870	602
17185	8618	5541	1247	4994	3872	784	3344	412	160	412	413
17187	8512	5132	1965	4820	3399	1222	3234	233	211	455	607
17189	9313	5444	1854	5582	3977	1261	3299	295	250	735	349
17191	9235	5351	2292	5607	3746	1518	3250	330	107	652	534
17193	10284	6027	2509	6052	4071	1576	3806	469	221	447	716
17195	9945	5557	2756	6196	3995	1983	3375	325	290	505	560
17197	10358	5982	2734	6055	4123	1763	4001	596	308	371	587
17199	8423	4485	2254	4705	2986	1452	3250	331	258	512	608
17201	10974	5669	3487	6418	3818	2302	4129	708	377	521	580
17203	9545	5639	2586	5902	3973	1758	3238	292	190	460	555
18001	8924	5111	2621	4948	3191	1613	3472	302	544	298	509
18003	9357	5234	2833	5701	3582	1895	3195	476	321	82	562
18005	10922	5189	4282	5448	3491	1801	5085	534	532	73	478
18007	9868	5483	3021	5519	3545	1899	3915	444	185	159	575
18009	9771	5158	3229	4979	3339	1541	4348	516	186	263	676
18011	8830	4890	2466	5201	3288	1701	3201	321	238	190	522
18013	11714	6074	3113	6257	4100	2042	4946	604	344	234	664
18015	8494	4938	2320	4127	3138	912	3914	260	300	539	489
18017	10294	5932	3004	6313	4079	2122	3577	735	323	158	589
18019	9418	5482	2738	5930	3885	1897	3031	337	287	145	544
18021	9308	5201	2890	5705	3617	1980	3143	319	298	143	568
18023	9604	5359	2830	5541	3558	1869	3638	625	282	249	565
18025	10591	5156	3596	6136	3547	2356	3913	416	267	311	785
18027	8768	4437	3000	5153	3096	1983	3153	278	457	207	623
18029	9277	4995	2629	5763	3482	2117	3136	436	199	127	445
18031	8640	4893	2293	5195	3460	1614	2941	307	286	220	549
18033	11811	6132	3889	6854	3935	2586	4495	618	556	494	597
18035	9827	5223	3229	6055	3533	2242	3335	361	367	176	527
18037	9830	4705	3544	5329	3328	1923	4118	476	331	314	486
18039	9641	5497	2716	5728	3730	1817	3432	485	400	131	530
18041	10308	5793	3021	6009	3834	1992	3732	476	364	221	654
18043	9865	5407	2919	5699	3583	1919	3676	532	461	91	599
18045	8731	4881	2346	5083	3355	1593	3174	342	243	288	565
18047	8612	4429	2292	4976	3203	1644	3249	305	278	389	451
18049	8747	5008	2429	5008	3297	1589	3301	444	348	352	608
18051	9808	5129	2922	6103	3679	2281	3244	431	156	217	454
18053	8153	4693	2316	4478	3112	1233	3281	345	205	226	596
18055	9619	4938	2968	5815	3429	2143	3342	266	340	281	623
18057	8615	4875	2557	5191	3345	1737	3012	414	256	106	467
18059	7486	4063	2049	4191	2663	1414	2862	193	207	351	470
18061	9191	4801	2545	5260	3342	1677	3489	449	322	259	493
18063	8158	4682	2282	4584	3012	1453	3146	350	300	178	569
18065	9481	5482	2979	5587	3572	1926	3491	334	332	281	686
18067	9727	5458	2767	5506	3580	1778	3793	611	366	199	603
18069	8729	4826	2667	5146	3267	1748	3129	476	368	109	486
18071	8632	4974	2471	5284	3469	1722	2885	254	259	194	539
18073	8276	4727	2302	5021	3273	1632	2875	285	274	181	529
18075	10259	5353	3340	6141	3600	2307	3655	485	261	136	582
18077	8870	5028	2670	5293	3526	1618	3162	245	239	235	497
18079	11198	5335	4257	5698	3714	1913	4978	646	279	85	508
18081	8132	4508	2289	4633	3011	1544	3079	234	281	164	500
18083	9674	4621	2964	5855	3505	2251	3314	369	273	228	481
18085	9197	5163	2637	5361	3461	1776	3419	524	257	175	521
18087	9239	5085	2777	5267	3371	1817	3521	286	393	216	542
18089	10200	5441	3297	5621	3466	1998	4118	512	425	178	617
18091	9737	5581	2772	5566	3664	1761	3698	458	324	173	531
18093	9714	5540	2499	5833	3859	1753	3455	385	156	88	652
18095	8915	4498	2688	5044	3108	1817	3370	264	262	202	461
18097	10932	6140	3238	6180	4024	1935	4226	435	463	197	569
18099	8334	4705	2395	4693	3084	1543	3213	254	366	322	648
18101	9922	4925	3374	5938	3404	2432	3546	163	391	357	732
18103	9215	4863	3010	4802	3129	1570	3931	305	313	402	629
18105	9714	5616	2757	5427	3544	1743	3864	533	498	76	614
18107	9391	5400	2306	5026	3431	1464	3904	681	295	169	570
18109	8313	4560	2432	4778	3108	1571	3097	317	234	157	486
18111	10303	5777	2866	5784	3828	1862	4054	286	169	292	706
18113	8925	5123	2574	5282	3390	1780	3187	341	441	175	548
18115	9385	5231	2627	5948	3562	1788	3219	174	114	406	668
18117	9376	4926	2678	5539	3516	1898	3362	287	250	297	545
18119	9435	4811	2818	5726	3573	2034	3279	176	220	155	610
18121	10653	5694	3045	6259	3991	2111	3903	395	393	318	750
18123	9642	5193	3171	6232	3684	2369	2976	445	155	369	480
18125	11487	6304	3333	6172	4029	2058	4834	528	322	316	872
18127	8000	4481	2346	4509	2932	1499	3088	251	179	167	473
18129	11160	6093	3095	6116	4010	2041	4527	734	375	248	618
18131	10859	6467	3058	6024	3952	1925	4477	1469	220	268	533
18133	9166	5059	2722	5173	3370	1641	3527	299	243	546	616
18135	9690	5571	2813	5779	3833	1861	3483	290	282	325	642
18137	9035	5191	2511	5348	3581	1691	3205	242	236	227	677
18139	9372	5526	2496	5203	3507	1606	3654	424	284	124	630
18141	10791	5559	3877	6378	3720	2403	3977	460	588	116	572
18143	9194	5182	2559	5401	3463	1765	3316	173	321	356	612
18145	8751	4760	2410	5351	3491	1739	2952	212	126	281	579
18147	9215	5152	2726	5487	3679	1761	3234	267	255	246	504
18149	9084	4844	2714	5023	3094	1754	3558	190	370	298	632
18151	9657	5589	2938	5921	3824	2022	3282	334	374	237	502
18153	9475	4639	3174	5546	3207	2266	3472	236	236	231	597
18155	10546	5598	3606	5519	3721	1695	4545	322	387	380	706
18157	9270	5295	2695	5618	3569	1904	3295	468	395	113	527
18159	8712	5179	2262	5065	3445	1496	3412	259	267	371	705
18161	10761	5978	3369	6013	3776	2111	4221	988	222	350	730
18163	10326	5661	3349	5770	3661	2028	4062	721	527	76	474
18165	9448	5190	2669	5246	3365	1722	3682	377	347	269	686
18167	9294	5193	2736	5943	3626	1921	2933	433	372	100	408
18169	10462	5623	2963	5610	3613	1860	4288	708	311	281	655
18171	9442	5357	2527	5005	3292	1622	3853	366	306	234	639
18173	8399	4983	2262	5137	3501	1577	2846	354	192	87	444
18175	9075	5417	2488	5425	3609	1728	3227	299	304	305	559
18177	9600	5266	2682	5746	3593	1956	3399	488	502	201	577
18179	7598	4440	2016	4182	2896	1202	2994	220	196	195	523
18181	9368	5257	2639	5350	3528	1723	3545	302	367	330	661
18183	8802	4949	2636	4949	3178	1692	3488	507	319	142	668
19001	9611	6410	1824	5980	4504	1226	3086	183	358	473	563
19003	10467	6509	2094	6708	4668	1509	3313	12	351	434	563
19005	9246	5530	1945	5656	3858	1329	3072	468	244	284	489
19007	9423	6192	1930	6189	4569	1368	2800	307	295	270	575
19009	9622	5922	1716	6311	4201	1127	2847	300	365	205	467
19011	8609	5663	1608	5743	4205	1161	2452	203	222	209	500
19013	9732	6041	1985	6422	4413	1435	2868	318	334	146	592
19015	9250	5909	1817	6060	4234	1307	2780	306	231	268	526
19017	8282	5215	1564	5269	3631	1083	2562	214	258	291	512
19019	8873	5583	1810	5998	4064	1284	2466	267	235	244	475
19021	9438	5741	1914	6327	4293	1430	2566	224	307	336	523
19023	8746	5443	1689	5519	3862	1175	2742	140	186	298	584
19025	10508	5585	1706	7065	3928	1199	2870	232	349	247	465
19027	9003	5574	2042	5956	4056	1503	2623	308	234	227	420
19029	9715	6145	1779	6188	4413	1242	3036	214	362	345	513
19031	9245	5807	1818	5825	4112	1261	2959	239	277	325	585
19033	9185	5757	2046	6202	4288	1517	2533	216	243	183	516
19035	9167	5768	2000	6031	4168	1470	2714	257	168	258	589
19037	9433	5808	2027	6317	4230	1435	2689	245	261	379	483
19039	8197	5236	1738	5404	3856	1268	2357	192	211	243	449
19041	9081	5736	1867	6270	4466	1401	2334	73	128	238	456
19043	9878	6281	2090	6380	4546	1534	3015	253	292	337	519
19045	9669	5919	2193	6055	4116	1526	3179	461	285	198	603
19047	9353	6194	1667	5941	4387	1171	2901	247	322	240	557
19049	8814	5530	1571	5667	4024	1144	2631	269	364	158	432
19051	9236	5890	1731	6018	4315	1343	2841	227	150	353	529
19053	9616	5992	2119	6287	4420	1509	2767	247	200	242	478
19055	9082	6312	1535	5842	4532	1028	2801	281	365	199	531
19057	9003	5592	2188	6002	4058	1660	2582	338	221	213	511
19059	9337	6210	1771	6061	4525	1235	2849	221	384	293	495
19061	9650	5799	2140	6356	4069	1463	2873	438	321	155	527
19063	9495	6003	2159	6298	4250	1484	2803	235	360	365	486
19065	9219	5760	1966	6017	4184	1420	2754	251	240	333	509
19067	9660	6348	2171	6393	4575	1499	2764	304	324	170	610
19069	9619	6239	1922	6419	4625	1379	2688	248	342	311	460
19071	11612	6908	1948	7480	4758	1308	3632	279	252	490	790
19073	9660	6106	1757	6146	4339	1322	2968	320	149	252	558
19075	8352	5212	1836	5085	3619	1235	2839	205	375	305	547
19077	9024	5755	1668	5652	4135	1225	2900	148	375	232	528
19079	9601	6077	2079	6113	4292	1399	2992	285	453	321	552
19081	9010	5452	2003	5807	3989	1386	2763	313	173	401	536
19083	9840	6008	2006	6484	4199	1415	2930	209	359	269	573
19085	9651	6148	1946	6167	4340	1454	2950	259	214	328	581
19087	9736	6539	1680	6616	4934	1177	2694	208	197	261	579
19089	9561	5419	2382	6050	3890	1704	3029	243	291	216	499
19091	9324	5680	2099	5884	3965	1482	3069	178	372	223	720
19093	10096	5900	1605	6959	4302	1155	2730	214	281	96	544
19095	9235	5863	1912	6155	4346	1368	2661	137	194	338	510
19097	9306	5473	2101	6146	3897	1480	2771	303	282	302	448
19099	8860	5736	1920	5803	4177	1348	2647	256	263	286	597
19101	10038	6525	2126	6270	4420	1462	3267	266	438	342	573
19103	9423	6123	1796	6111	4505	1275	2963	320	468	204	479
19105	9238	6040	1669	5718	4171	1111	3026	398	261	309	555
19107	8739	5445	1883	5737	4064	1328	2625	34	304	368	486
19109	10488	6288	2203	7157	4801	1626	2909	170	137	310	491
19111	9540	6459	1917	6379	4695	1400	2738	348	263	222	562
19113	9837	6697	1941	6301	4606	1321	3103	347	399	174	641
19115	9834	6541	1931	6633	4780	1424	2734	260	326	289	445
19117	8969	5693	2004	6035	4273	1462	2488	129	200	191	555
19119	8450	5357	1665	5803	4069	1344	2237	143	196	259	355
19121	8520	5225	1803	5355	3767	1265	2745	278	384	265	468
19123	9078	5327	2161	5796	3832	1464	2864	287	323	192	509
19125	8768	5683	1887	5847	4172	1383	2545	181	282	207	465
19127	9486	6183	1970	6189	4423	1390	2822	508	302	273	413
19129	8917	5630	1966	5447	3848	1301	2972	228	307	286	583
19131	8700	5495	1972	5726	4013	1383	2542	243	236	296	479
19133	10151	6134	1968	6474	4327	1321	3176	300	335	455	577
19135	8812	5344	2157	5510	3686	1529	2817	324	261	226	558
19137	9703	5786	2186	6219	4218	1526	2969	221	424	266	583
19139	9088	5891	1953	5986	4263	1385	2641	289	238	209	548
19141	9324	5772	1821	6223	4437	1295	2680	130	336	421	439
19143	10156	6445	2049	6462	4650	1449	3200	335	387	327	629
19145	10112	6021	1962	6477	4265	1358	3147	292	375	348	600
19147	9990	6119	1959	6679	4518	1405	2825	168	206	315	519
19149	9294	6018	2043	6234	4442	1528	2661	267	304	314	483
19151	11460	6953	2036	6590	4783	1390	3831	391	306	765	483
19153	9711	6173	2276	6249	4309	1530	3062	461	363	156	540
19155	9600	5850	1827	6256	4279	1302	2897	258	335	154	553
19157	8888	5722	1780	5715	4085	1255	2693	211	236	247	497
19159	11012	7240	1592	6855	5385	1113	3541	348	179	589	480
19161	10359	6346	2091	6935	4699	1551	2928	134	360	420	481
19163	9438	5601	2216	6244	4118	1602	2794	277	339	201	649
19165	10116	6385	1810	6648	4667	1280	2997	290	316	228	630
19167	9142	5884	1709	6224	4502	1257	2461	213	269	297	474
19169	9441	5874	2095	6361	4426	1621	2699	269	262	238	489
19171	9841	6093	2281	6293	4326	1547	3068	280	312	405	595
19173	9930	6365	1639	6284	4543	1130	3155	219	316	484	489
19175	9116	5783	1608	5865	4112	1142	2841	218	208	271	671
19177	9666	6383	1832	6045	4357	1339	3190	138	248	465	538
19179	8871	6070	1264	5618	4404	882	2787	324	324	144	617
19181	8597	5659	1745	5481	3961	1213	2739	277	286	196	543
19183	8896	5759	1563	5810	4254	1080	2682	176	327	231	577
19185	9470	6152	1852	6221	4591	1332	2787	141	305	370	428
19187	9910	6107	2294	6286	4268	1650	3137	394	529	208	581
19189	10332	6545	2217	6862	4876	1535	2983	273	346	299	507
19191	10290	6216	2156	6754	4492	1542	3072	274	339	295	500
19193	9744	5899	2247	6651	4296	1692	2626	236	254	221	537
19195	9461	6089	1762	6043	4306	1221	2963	153	361	306	562
19197	9426	5652	2204	6171	4054	1599	2780	259	333	322	481
20001	10960	5542	1970	7043	3631	1258	3204	293	232	392	620
20003	10380	5384	1824	6615	3585	1214	3646	200	265	292	694
20005	10499	6119	2138	6387	4067	1351	3506	561	273	343	665
20007	11910	6261	1902	7292	4047	1194	3982	272	413	560	730
20009	9372	5039	1643	6070	3389	1128	2741	265	154	457	549
20011	9170	6102	1765	6170	4443	1251	2557	282	102	247	514
20013	11561	6114	2255	7354	3906	1446	3664	389	381	454	800
20015	8665	4873	1385	5511	3225	895	2723	322	275	226	524
20017	11461	6459	1651	7525	4307	1117	3373	397	117	464	405
20019	11121	5923	1804	7150	4161	1215	3402	48	167	706	560
20021	10310	5484	2045	6527	3664	1261	3203	374	245	341	640
20023	12471	6924	2625	8069	4987	1943	3519	206	245	970	455
20025	11754	6310	1582	7254	4101	1034	3704	256	155	680	742
20027	9643	4928	1882	5813	3167	1223	3316	438	172	361	608
20029	11144	4999	2699	7434	3319	1951	3091	254	325	262	735
20031	11488	6648	2360	7583	4880	1869	3282	307	318	299	613
20033	10488	4864	2022	6022	2917	1161	3781	316	97	576	535
20035	9553	5237	1611	5888	3429	1016	3167	489	350	310	536
20037	10006	5481	1639	6611	3752	1115	2841	315	338	270	540
20039	12574	6871	2389	8014	4657	1583	3920	306	257	317	709
20041	9663	5369	1286	5986	3547	875	3128	274	322	332	583
20043	11645	5983	1898	7687	4093	1406	3355	258	175	514	566
20045	9067	5345	1763	5603	3619	1197	3053	563	429	89	492
20047	12436	6589	1985	8159	4335	1358	3619	295	46	750	671
20049	13375	6255	2574	9083	4356	1832	3528	33	95	913	752
20051	10184	5302	2299	6688	3477	1448	2963	498	239	286	733
20053	11631	6354	1762	6789	4065	1062	4203	405	339	641	643
20055	9729	6032	2212	5869	3943	1464	3384	625	409	372	536
20057	9991	5263	1732	5661	3229	1058	3762	495	287	484	639
20059	10024	5797	2012	6399	3964	1283	3125	387	398	350	596
20061	9399	5567	1428	5573	3990	988	3426	718	498	186	544
20063	13191	6978	2384	8596	4759	1590	3835	208	124	697	796
20065	9950	4993	2090	6564	3483	1479	2896	94	184	413	592
20067	8738	5277	1411	5586	3653	881	2614	278	158	368	570
20069	10235	5773	1600	6532	3885	1059	3143	184	320	584	626
20071	12397	6927	2000	7224	4699	1174	4484	306	64	749	635
20073	11260	6897	1441	6570	4753	821	4070	529	205	622	676
20075	11400	5992	2478	6926	4175	1571	3659	298	16	552	528
20077	10962	5909	1504	6790	3910	926	3641	242	213	560	556
20079	8996	4996	1458	5688	3228	956	2838	321	394	233	591
20081	12019	7306	1955	7902	5198	1344	3468	366	331	618	649
20083	12188	5639	1370	6956	3959	928	4624	320	185	567	348
20085	10379	5680	1688	6700	3822	1192	3149	303	327	279	583
20087	10687	5500	1900	6933	3635	1234	3219	278	219	509	556
