geoid	pop	white	black	amerind	asian	hawaiian	other	two	hispanic	povrate	income	noed	high	associates	bachelors	masters	prof	phd
110010048011	2148	725	1109	0	244	0	12	58	74	0.117180205	51406	0.113009923	0.326901874	0.004961411	0.274531422	0.141124587	0.077728776	0.061742007
110010048021	1194	596	453	0	109	0	28	8	58	0.086264657	65902	0.037563452	0.182741117	0.044670051	0.332994924	0.244670051	0.131979695	0.025380711
110010048022	2026	373	1229	0	233	0	149	42	344	0.296945418	35280	0.26083707	0.426756353	0.02690583	0.138266069	0.10612855	0.041106129	0
110010049011	1227	503	669	0	0	0	38	17	302	0.351263244	22594	0.180156658	0.411227154	0.037859008	0.161879896	0.15535248	0.03002611	0.023498695
110010049012	1176	705	331	0	88	0	18	34	57	0.113356766	54184	0.096573209	0.20145379	0.00623053	0.377985462	0.211838006	0.07788162	0.028037383
110010049021	715	285	265	0	43	0	122	0	263	0.246397695	26099	0.475161987	0.239740821	0	0.205183585	0.058315335	0.021598272	0
110010049022	1937	1412	317	0	139	0	53	16	240	0.098606092	78360	0.069667078	0.166461159	0.033292232	0.25647349	0.265104809	0.131319359	0.077681874
110010050011	954	751	27	0	33	0	26	117	95	0.026511135	114293	0	0.034005038	0.020151134	0.526448363	0.153652393	0.24559194	0.020151134
110010050012	1090	609	457	0	19	0	0	5	20	0.124770642	64211	0.122983871	0.171370968	0.006048387	0.311491935	0.127016129	0.158266129	0.102822581
110010050021	1709	734	692	0	72	0	211	0	471	0.085430076	39116	0.292072323	0.325452017	0.02294854	0.124478442	0.107788595	0.127260083	0
110010050022	2001	1476	211	0	62	0	86	166	254	0.117441279	80642	0.042016807	0.163865546	0.017331933	0.244222689	0.25157563	0.191176471	0.089810924
110010050023	853	800	18	0	0	0	26	9	271	0.269636577	109157	0.133704735	0.044568245	0	0.320334262	0.352367688	0.11281337	0.036211699
110010050024	1004	645	153	0	27	0	113	66	210	0.037848606	70757	0.129142857	0.148571429	0.182857143	0.265142857	0.195428571	0.058285714	0.020571429
110010052011	1939	1316	185	0	257	0	33	148	190	0.117070655	73287	0.066933638	0.080091533	0	0.314073227	0.35812357	0.143592677	0.037185355
110010052012	1549	1174	94	22	121	0	70	68	90	0	93583	0	0.109857035	0.042889391	0.259593679	0.375470278	0.182844244	0.029345372
110010052013	860	617	96	0	50	0	31	66	73	0.041860465	84560	0	0.04	0.0175	0.33375	0.26875	0.17625	0.16375
110010052014	1487	1107	110	0	197	0	61	12	160	0.131136516	105896	0.046142209	0.159606657	0.02118003	0.335854766	0.243570348	0.115733737	0.077912254
110010053011	1203	1081	17	0	57	0	0	48	190	0.092269327	71703	0	0.020792079	0.020792079	0.334653465	0.235643564	0.234653465	0.153465347
110010053012	1293	1080	47	32	109	0	0	25	28	0.01933488	83084	0	0.043844857	0.010961214	0.349072513	0.303541315	0.215851602	0.076728499
110010053013	1232	880	107	35	162	0	0	48	140	0.140972795	65908	0	0.16374269	0.009746589	0.348927875	0.249512671	0.153021442	0.075048733
110010053014	1474	1271	41	0	118	0	0	44	75	0.033921303	90291	0	0.058639562	0.017982799	0.310398749	0.276778733	0.202501955	0.133698202
110010055001	642	583	40	0	19	0	0	0	18	0.088785047	87176	0	0.147651007	0	0.434563758	0.197986577	0.181208054	0.038590604
110010055002	1957	1447	0	27	367	0	0	116	255	0.109351048	114399	0	0.02044293	0	0.247018739	0.299261783	0.277115275	0.156161272
110010055003	1795	1311	46	64	342	0	32	0	83	0.206128134	104451	0	0.128404669	0.038910506	0.377431907	0.170428016	0.173540856	0.111284047
110010055004	1221	984	157	0	42	0	33	5	99	0.217	56402	0.060150376	0.182330827	0	0.20112782	0.354323308	0.188909774	0.013157895
110010055005	706	535	22	0	53	0	0	96	37	0.155807365	62628	0	0.023346304	0	0.371595331	0.249027237	0.215953307	0.140077821
110010056001	1684	1241	31	0	271	0	67	74	291	0.185697115	60913	0.07023705	0.024582968	0.015803336	0.446005268	0.235294118	0.164179104	0.043898156
110010056002	1635	1277	238	0	47	0	8	65	220	0.183563748	123202	0.062691131	0.282110092	0.022171254	0.115443425	0.199541284	0.160550459	0.157492355
110010056003	1680	1154	67	0	340	0	88	31	117	0.093785311	41660	0	0.067973856	0	0.278431373	0.481045752	0.129411765	0.043137255
110010056004	1124	875	50	0	159	0	0	40	35	0.32860262	57859	0	0.11496063	0	0.382677165	0.324409449	0.165354331	0.012598425
110010058001	830	726	20	0	39	0	35	10	74	0.015662651	157168	0	0.032258065	0	0.336774194	0.268387097	0.318709677	0.043870968
110010058002	1834	1010	189	0	491	0	104	40	206	0.16521265	82872	0.136877076	0.085049834	0.02192691	0.259136213	0.166112957	0.255149502	0.075747508
110010059001	3160	1809	858	0	286	0	113	94	224	0.241440169	49478	0.116956522	0.212173913	0.026086957	0.352173913	0.16	0.101304348	0.031304348
110010062021	0	0	0	0	0	0	0	0	0	#DIV/0!	-	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
110010064001	1072	38	892	0	142	0	0	0	11	0.574626866	13870	0.327731092	0.494397759	0.039215686	0.053221289	0.06302521	0.007002801	0.015406162
110010064002	1093	45	1036	12	0	0	0	0	0	0.382433669	16000	0.201538462	0.487692308	0.067692308	0.12	0.073846154	0	0.049230769
110010065001	941	816	102	0	0	0	23	0	46	0.115834219	69781	0.044554455	0.16460396	0	0.445544554	0.241336634	0.074257426	0.02970297
110010065002	1530	1373	69	0	50	0	0	38	128	0.033552632	83155	0.006854532	0.140898705	0.021325209	0.255140899	0.394516375	0.12185834	0.059405941
110010066001	1869	1706	46	26	63	0	0	28	62	0.041733547	110577	0.009530293	0.055139551	0.025867937	0.318584071	0.259360109	0.243022464	0.088495575
110010067001	1260	900	316	0	36	0	0	8	8	0.045238095	66769	0.103921569	0.195098039	0	0.27745098	0.209803922	0.130392157	0.083333333
110010067002	1198	1031	87	0	68	0	0	12	12	0.042570952	80671	0.013626834	0.036687631	0	0.42557652	0.339622642	0.13836478	0.046121593
110010067003	1521	1310	68	0	91	0	7	45	70	0.049309665	95855	0.006956522	0.047826087	0	0.32	0.307826087	0.204347826	0.113043478
110010068011	1400	423	925	0	15	0	13	24	38	0.197214076	44401	0.176203451	0.334241599	0.02270663	0.225249773	0.144414169	0.057220708	0.039963669
110010068012	605	264	320	7	0	0	0	14	18	0.082644628	50535	0.036437247	0.412955466	0	0.198380567	0.218623482	0.062753036	0.070850202
110010068021	822	356	333	0	30	0	40	63	74	0.083941606	50079	0.055555556	0.251736111	0.0625	0.192708333	0.276041667	0.105902778	0.055555556
110010068022	1434	746	582	21	4	0	15	66	174	0.134275618	47463	0.087215064	0.32011893	0.03567889	0.195242815	0.21308226	0.080277502	0.068384539
110010068041	2958	77	2727	0	0	0	127	27	137	0.944954128	5291	0.283404255	0.656595745	0.030638298	0.021702128	0.006382979	0	0.001276596
110010069001	1396	887	419	0	65	0	0	25	27	0.063037249	69035	0.098705502	0.205501618	0.027508091	0.219255663	0.257281553	0.152912621	0.038834951
110010069002	992	758	210	0	7	17	0	0	0	0.017137097	64537	0.012936611	0.15912031	0	0.445019405	0.235446313	0.125485123	0.021992238
110010070001	1210	1058	124	0	5	0	0	23	83	0.107438017	89779	0.053875236	0.09168242	0.012287335	0.345935728	0.203213611	0.211720227	0.081285444
110010070002	1266	956	242	0	0	0	42	26	98	0.074788902	51823	0	0.21686747	0.012048193	0.371084337	0.274698795	0.092771084	0.03253012
110010071001	604	165	401	0	15	0	0	23	13	0.513245033	30141	0.132678133	0.373464373	0.027027027	0.203931204	0.15970516	0.044226044	0.058968059
110010071002	2666	1057	1481	0	78	0	11	39	185	0.346211553	39577	0.131030702	0.305372807	0.01754386	0.250548246	0.171052632	0.069627193	0.054824561
110010072001	2429	1598	601	4	158	0	12	56	62	0.086455331	61630	0.028856826	0.109322974	0.015538291	0.379023307	0.309100999	0.120976693	0.03718091
110010072002	1056	549	455	0	29	0	0	23	55	0.23174971	42591	0.160994764	0.410994764	0.030104712	0.181937173	0.133507853	0.082460733	0
110010073011	3282	2380	622	13	56	0	133	78	375	0.028527957	25127	0	0.417566595	0.139668826	0.243340533	0.17350612	0.025917927	0
110010073041	2596	39	2530	0	0	0	0	27	13	0.449106772	15325	0.280612245	0.543002915	0.058309038	0.070699708	0.037172012	0	0.010204082
110010073042	580	31	491	0	0	0	0	58	25	0.487931034	15976	0.325870647	0.534825871	0.052238806	0.072139303	0.014925373	0	0
110010073043	532	0	532	0	0	0	0	0	25	0.293233083	23797	0.191747573	0.703883495	0	0.055825243	0	0	0.048543689
110010074011	1422	5	1417	0	0	0	0	0	17	0.5	10786	0.333769634	0.565445026	0.013089005	0.057591623	0.030104712	0	0
110010074012	1102	54	1043	0	5	0	0	0	86	0.666971638	9148	0.328094303	0.603143418	0.025540275	0.043222004	0	0	0
110010074031	3412	0	3361	0	0	0	49	2	113	0.369334903	12107	0.248812352	0.659144893	0.02672209	0.035035629	0.0195962	0.010688836	0
110010074041	2288	3	2233	17	0	0	0	35	15	0.468968531	12559	0.169507576	0.608901515	0.065340909	0.121212121	0.035037879	0	0
110010074042	859	20	839	0	0	0	0	0	0	0.328288708	25210	0.224609375	0.474609375	0.01953125	0.212890625	0.033203125	0	0.03515625
110010074043	278	0	278	0	0	0	0	0	0	0.424460432	14225	0.195804196	0.755244755	0.048951049	0	0	0	0
110010074061	2035	0	2035	0	0	0	0	0	27	0.258968059	11705	0.217488789	0.742152466	0.022421525	0.00896861	0.00896861	0	0
110010074062	1354	0	1354	0	0	0	0	0	31	0.704579025	7685	0.276836158	0.61393597	0.047080979	0.062146893	0	0	0
110010074071	734	0	734	0	0	0	0	0	0	0.077656676	21981	0.205816555	0.682326622	0.053691275	0.058165548	0	0	0
110010074072	1867	28	1760	0	0	0	0	79	23	0.217602592	25180	0.084854015	0.744525547	0.032846715	0.105839416	0.031934307	0	0
